stamp,average_steering_ang_fdbk,secondary_steering_ang_fdbk,primary_steering_angle_fbk
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=17205)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=19887045)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=19887045)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=29983684)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=40276716)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=51108323)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=59913709)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=69944374)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=79952948)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=89989334)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=100026339)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=114682948)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=121754151)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=131315427)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=140074836)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=150325488)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=160089416)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=170163592)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=190369283)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=190369283)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=199940327)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=219906581)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=231776946)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=231776946)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=240191117)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=249915339)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=259923897)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=270045779)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=279993222)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=299920372)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=309918736)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=309918736)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=320531183)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=329883993)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=340047313)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=350074710)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=360060918)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=370001777)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=379965484)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=389948430)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=401471177)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=410044158)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=419988739)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=429959638)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=449993723)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=449993723)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=460012104)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=470076579)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=479990060)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=490748934)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=500083557)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=520035579)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=520035579)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=529988302)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=539984711)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=550339092)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=560271688)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=580159479)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=580159479)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=589929913)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=599939389)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=609963500)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=619879047)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=629949205)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=641511223)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=650633352)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=659949102)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=669988967)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=679996358)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=699964608)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=699964608)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=709879808)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=719989859)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=739883963)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=739883963)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=749933697)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=769980469)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=769980469)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=779875661)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=790022903)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=799997052)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=810285506)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=822413766)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=839897646)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=839897646)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=850181102)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=859926389)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=869884939)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=880012453)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=891847647)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=899990127)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=919948278)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=919948278)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=940057740)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=940057740)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=950059781)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=960039856)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=980124059)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=980124059)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478312, nanosec=989962634)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=9982022)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=20177396)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=20177396)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=30159760)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=40115749)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=50319085)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=60043917)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=70152409)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=80073961)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=93120214)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=100128720)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=110011256)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=120153564)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=129991591)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=139897574)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=150022318)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=159961488)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=170012086)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=180219764)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=189980617)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=199937875)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=209877496)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=225484830)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=230070450)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=240026159)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=250147272)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=259988045)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=270643207)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=281341288)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=290747174)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=300461429)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=310054828)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=319916696)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=330537526)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=349914128)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=359999266)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=359999266)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=374619491)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=382605090)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=390023482)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=400009796)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=410022286)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=440001208)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=440001208)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=440001208)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=449983901)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=460826467)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=470318247)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=479895211)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=490762072)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=509911424)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=509911424)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=520768321)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=529938478)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=539934799)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=550004630)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=559935229)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=569906951)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=579880417)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=589917243)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=609956188)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=609956188)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=619911642)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=629919616)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=639881600)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=649884975)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=659909538)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=669879220)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=680419088)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=693593942)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=700831406)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=710054570)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=719936688)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=729995028)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=740761930)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=749883666)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=759960097)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=769919735)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=779899438)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=790913096)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=799950093)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=810165342)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=820206560)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=829970237)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=839971939)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=851216499)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=862518610)",5.0,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=870401967)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=879970189)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=890776124)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=900355219)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=910517123)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=920078831)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=929969072)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=939955053)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=949930605)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=959959820)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=969968319)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=979991829)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=990237029)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478313, nanosec=999936409)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=9977033)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=19963108)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=29960050)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=41445800)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=49973734)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=60075560)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=70668578)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=80073564)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=90810562)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=100013862)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=109967208)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=121775636)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=129970680)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=140006546)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=150402505)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=159910730)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=170224518)",5.5,6.0,5.5
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=179977852)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=200907006)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=200907006)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=210606653)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=220476451)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=229977340)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=242272866)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=250569316)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=260423535)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=269967891)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=286434346)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=292006994)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=300281314)",5.5,6.0,5.5
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=310002292)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=319905872)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=329893496)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=340290492)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=350545039)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=362539654)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=369963259)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=379962343)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=390311265)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=399949578)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=419902735)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=419902735)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=429884268)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=439912275)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=449881017)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=459975360)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=469970293)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=480279061)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=489880161)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=500285658)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=519914628)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=519914628)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=530273463)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=539884992)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=549880152)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=559951808)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=569961766)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=579914548)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=589954956)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=599945230)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=609936073)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=619988541)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=629982169)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=639947781)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=650337386)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=660120648)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=670344484)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=680014605)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=690059813)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=699981183)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=709948693)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=719877053)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=730322061)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=739879471)",5.5,6.0,5.5
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=749917660)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=759914579)",5.0,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=773717055)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=779878909)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=789875426)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=799877267)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=810118518)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478314, nanosec=819878233)",5.5,6.0,5.0
